D_REG,BRAND,MODEL,MAKE_YEAR,COLOR,FUEL,N_REG_NEW
20.02.2021,SKODA,OCTAVIA,2012,БЕЖЕВИЙ,БЕНЗИН,АХ2475КЕ
02.02.2021,SKODA,OCTAVIA A5,2012,ЧОРНИЙ,БЕНЗИН,АХ4014СЕ
10.02.2021,SKODA,OCTAVIA A5,2012,ЧОРНИЙ,БЕНЗИН,ВТ8322СМ
12.02.2021,SKODA,OCTAVIA A5,2012,БЕЖЕВИЙ,БЕНЗИН,АХ0735КА
02.03.2021,SKODA,OCTAVIA A5,2012,БІЛИЙ,БЕНЗИН,АХ1829КС
19.02.2021,SKODA,OCTAVIA A5,2012,ЧОРНИЙ,БЕНЗИН,АЕ0010ТТ
18.02.2021,SKODA,OCTAVIA A5,2012,ЧОРНИЙ,БЕНЗИН,АЕ0032ТТ
23.01.2021,SKODA,SUPERB,2012,КОРИЧНЕВИЙ,БЕНЗИН,ВІ3473ЕА
06.01.2021,SKODA,SUPERB,2012,КОРИЧНЕВИЙ,БЕНЗИН,АХ5133КВ
17.02.2021,SKODA,OCTAVIA A5,2012,ЧОРНИЙ,БЕНЗИН,АЕ0018ТТ
23.01.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,БЕНЗИН,АЕ4210РА
11.02.2021,SKODA,OCTAVIA A5,2012,ЧЕРВОНИЙ,БЕНЗИН,ВН8514ОН
10.03.2021,SKODA,OCTAVIA A5,2012,ЧОРНИЙ,БЕНЗИН,АТ0806ЕО
16.02.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,БЕНЗИН,ВМ9921ВО
06.03.2021,SKODA,OCTAVIA A5,2012,БЕЖЕВИЙ,БЕНЗИН,АВ0737НТ
20.02.2021,SKODA,ROOMSTER,2012,СИНІЙ,БЕНЗИН,АІ0967КО
13.03.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,ВВ8096ЕТ
24.03.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АМ8818ЕА
03.03.2021,SKODA,SUPERB,2012,СІРИЙ,БЕНЗИН,ВМ3471СМ
16.03.2021,SKODA,YETI,2012,СІРИЙ,БЕНЗИН,ВІ3913НА
16.03.2021,SKODA,YETI,2012,СІРИЙ,БЕНЗИН,АЕ5679ОІ
24.02.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,БЕНЗИН,ВІ0511НА
27.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН,АЕ8308ОЕ
24.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВІ2724ЕХ
03.03.2021,SKODA,OCTAVIA A5,2012,ЗЕЛЕНИЙ,БЕНЗИН,ВН4138ОЕ
18.03.2021,SKODA,OCTAVIA A5,2012,БЕЖЕВИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АМ1375ЕТ
26.03.2021,SKODA,FABIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО5975НА
09.01.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,АО8638ЕХ
06.02.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,БЕНЗИН,АЕ6480РА
22.01.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,БЕНЗИН,АЕ6113РА
26.02.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,БЕНЗИН,АР1991ЕХ
09.02.2021,SKODA,OCTAVIA,2012,ЧЕРВОНИЙ,БЕНЗИН АБО ГАЗ,АЕ8816ОТ
04.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВО6442СР
20.02.2021,SKODA,OCTAVIA A5 COMBI,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВА3900ЕК
20.02.2021,SKODA,OCTAVIA A5 COMBI,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВА7200СС
27.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,КА2729СО
21.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,БЕНЗИН АБО ГАЗ,АІ7585МА
06.03.2021,SKODA,SUPERB,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС3358МС
20.02.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АІ9464МІ
24.03.2021,SKODA,OCTAVIA,2012,СИНІЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВХ3671ЕМ
04.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АІ3829МІ
21.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО7785ЕХ
03.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АТ9833ЕО
08.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,СА1709ІА
19.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АІ9228МН
09.02.2021,SKODA,OCTAVIA A5,2012,ЧОРНИЙ,БЕНЗИН АБО ГАЗ,АР6329НТ
04.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,СВ7793СХ
10.02.2021,SKODA,FABIA,2012,БІЛИЙ,БЕНЗИН,КА5538ВТ
28.01.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АВ9943ЕО
28.01.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АВ9943ЕО
05.02.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,БЕНЗИН АБО ГАЗ,СА9257ІВ
30.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВТ2117СМ
11.03.2021,SKODA,OCTAVIA A5,2012,БЕЖЕВИЙ,БЕНЗИН АБО ГАЗ,АХ2129КЕ
20.03.2021,SKODA,FABIA,2012,БІЛИЙ,БЕНЗИН АБО ГАЗ,АМ4974ЕІ
14.01.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АМ7317ЕО
17.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,СВ3491ЕА
25.02.2021,SKODA,SUPERB,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВО6069СК
05.01.2021,SKODA,SUPERB,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО5099ЕХ
10.03.2021,SKODA,FABIA,2012,БІЛИЙ,БЕНЗИН,АО4998НА
11.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,АТ0246ЕР
23.01.2021,SKODA,OCTAVIA A5,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,КА7030ВО
20.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС7501МС
30.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС9872МВ
23.01.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,ВС4462МН
12.01.2021,SKODA,SUPERB,2012,КОРИЧНЕВИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АТ8884ВХ
04.03.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,БЕНЗИН АБО ГАЗ,КА7382СО
24.02.2021,SKODA,FABIA,2012,СИНІЙ,БЕНЗИН АБО ГАЗ,АТ3096ЕО
22.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АВ3327ІА
04.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АТ2234ЕО
28.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО9276СІ
06.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН,АН3695ОІ
04.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВІ6617ЕХ
04.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВІ7163ЕО
02.02.2021,SKODA,YETI,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО8921ЕХ
13.03.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,КА1479ВМ
26.02.2021,SKODA,FABIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АН4274ОІ
18.02.2021,SKODA,SUPERB,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО7862ЕХ
26.01.2021,SKODA,ROOMSTER,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВО2615СР
12.01.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО8850ЕХ
25.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АХ8261КВ
02.02.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВО5242СМ
15.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО0628НА
25.03.2021,SKODA,FABIA,2012,БІЛИЙ,БЕНЗИН АБО ГАЗ,КА7588АХ
12.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС7273МС
29.01.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,АХ0947КА
13.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,АВ2696НХ
05.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АІ0734ММ
25.03.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВІ9171НА
03.02.2021,SKODA,FABIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВТ5309СК
06.01.2021,SKODA,FABIA,2012,СИНІЙ,БЕНЗИН АБО ГАЗ,ВС0879МЕ
02.02.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,БЕНЗИН,ВВ6475ЕТ
04.02.2021,SKODA,OCTAVIA,2012,СИНІЙ,ДИЗЕЛЬНЕ ПАЛИВО,АХ2495КЕ
12.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,АМ8685ЕО
02.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,ВС7493МІ
18.02.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,АН2057ОІ
18.02.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,АН9115ОІ
19.01.2021,SKODA,FABIA,2012,БІЛИЙ,БЕНЗИН АБО ГАЗ,КА2498СР
22.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО9448ЕХ
20.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,АЕ2575РІ
04.01.2021,SKODA,OCTAVIA,2012,СИНІЙ,ДИЗЕЛЬНЕ ПАЛИВО,АТ5338ЕО
02.02.2021,SKODA,OCTAVIA,2012,БІЛИЙ,БЕНЗИН,ВТ5947СІ
20.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВК3494НЕ
10.02.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,СА7491СК
09.01.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО8635ЕХ
12.03.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВІ4253НА
23.03.2021,SKODA,SUPERB,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВО1218СХ
12.03.2021,SKODA,FABIA,2012,ЧОРНИЙ,БЕНЗИН,ВХ0291ЕО
24.03.2021,SKODA,FABIA,2012,БІЛИЙ,БЕНЗИН,АО7128НА
30.01.2021,SKODA,FABIA,2012,СИНІЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС3691МК
06.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО4357НА
31.03.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,БЕНЗИН,ВХ8445ЕМ
03.02.2021,SKODA,OCTAVIA,2012,СИНІЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО2370НА
06.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АР3108ІЕ
05.03.2021,SKODA,FABIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО6179НА
03.03.2021,SKODA,FABIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АР6433ІЕ
23.02.2021,SKODA,FABIA,2012,СИНІЙ,БЕНЗИН,АН4723ОІ
23.02.2021,SKODA,OCTAVIA,2012,БІЛИЙ,БЕНЗИН АБО ГАЗ,АХ8227ІХ
25.02.2021,SKODA,OCTAVIA A5,2012,СИНІЙ,БЕНЗИН,АІ8625МІ
06.03.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,АО5604НА
02.03.2021,SKODA,YETI,2012,КОРИЧНЕВИЙ,БЕНЗИН,ВІ6587ЕА
26.01.2021,SKODA,ROOMSTER,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АТ2217ЕІ
30.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АЕ4173РВ
09.02.2021,SKODA,OCTAVIA,2012,СИНІЙ,БЕНЗИН АБО ГАЗ,АЕ0522ОН
19.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,АІ7519МА
17.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,АІ3521КО
13.03.2021,SKODA,FABIA,2012,ЧОРНИЙ,БЕНЗИН,ВМ6284СМ
15.01.2021,SKODA,ROOMSTER,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,СЕ5548СТ
25.03.2021,SKODA,OCTAVIA,2012,СИНІЙ,БЕНЗИН АБО ГАЗ,ВТ6963СІ
30.03.2021,SKODA,FABIA,2012,СИНІЙ,ДИЗЕЛЬНЕ ПАЛИВО,АЕ5452РВ
27.02.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АС8877СК
04.03.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС2426МІ
11.03.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,БЕНЗИН,АМ5033ЕО
13.03.2021,SKODA,SUPERB,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АС2805ЕО
30.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АТ4051ЕР
16.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО0675НА
05.01.2021,SKODA,SUPERB,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС6593МС
13.01.2021,SKODA,SUPERB,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АІ9889ІС
27.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,ВС6100МК
16.01.2021,SKODA,RAPID,2012,ЧОРНИЙ,БЕНЗИН,АО0648НА
19.02.2021,SKODA,FABIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АМ2331ЕР
10.03.2021,SKODA,FABIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АМ6670ЕО
22.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,БЕНЗИН АБО ГАЗ,ВК6989НЕ
16.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВК4963НС
26.02.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,ВС5891МІ
13.03.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВІ9275ЕС
12.03.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО5519НА
22.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС2013МК
30.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС0850МЕ
06.03.2021,SKODA,OCTAVIA A5,2012,ЗЕЛЕНИЙ,БЕНЗИН АБО ГАЗ,ВМ0722СМ
18.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,СВ3648ЕА
25.03.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО1436НА
30.01.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО1732НА
16.03.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АВ0607ІА
03.03.2021,SKODA,OCTAVIA,2012,БЕЖЕВИЙ,БЕНЗИН,ВХ9140ЕМ
11.02.2021,SKODA,OCTAVIA,2012,БЕЖЕВИЙ,БЕНЗИН,АВ5235НО
26.02.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,СА5542ІЕ
05.03.2021,SKODA,OCTAVIA,2012,СИНІЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО1276НА
30.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АВ3183НХ
06.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,КА0626ВХ
18.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС3304МК
09.02.2021,SKODA,OCTAVIA,2012,СИНІЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВО0233СК
30.01.2021,SKODA,FABIA,2012,БІЛИЙ,БЕНЗИН АБО ГАЗ,АО1789НА
11.02.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,БЕНЗИН,АЕ2359ОХ
23.03.2021,SKODA,OCTAVIA,2012,СИНІЙ,ДИЗЕЛЬНЕ ПАЛИВО,АТ9521ЕО
27.02.2021,SKODA,FABIA,2012,БІЛИЙ,БЕНЗИН,АЕ4662РС
10.03.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,ВС2642ММ
17.03.2021,SKODA,OCTAVIA,2012,КОРИЧНЕВИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВО6255СР
03.03.2021,SKODA,OCTAVIA A5,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВМ6368СМ
19.01.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВО9387СМ
27.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,АВ2523НТ
16.03.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,АЕ1882ОТ
24.03.2021,SKODA,SUPERB,2012,СИНІЙ,БЕНЗИН,АІ6329МК
19.01.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН,АО0442НА
24.03.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АМ8180ЕР
03.02.2021,SKODA,SUPERB,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВХ6000ВІ
16.03.2021,SKODA,SUPERB,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО0069АМ
30.01.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВК9934НЕ
22.01.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,ВЕ6175ЕК
23.03.2021,SKODA,FABIA,2012,СІРИЙ,БЕНЗИН АБО ГАЗ,ВЕ0839ЕМ
04.02.2021,SKODA,OCTAVIA,2012,БІЛИЙ,БЕНЗИН,АО2045НА
19.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АН8772ОІ
25.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,СА8676ІС
22.01.2021,SKODA,FABIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,СА2191ІА
13.03.2021,SKODA,OCTAVIA A5,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,КА9655ВМ
25.02.2021,SKODA,OCTAVIA,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО9330ЕХ
17.03.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,БЕНЗИН,КА3656ВМ
17.03.2021,SKODA,OCTAVIA,2012,ЧОРНИЙ,БЕНЗИН,КА3647ВМ
19.02.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АТ3280ЕО
13.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВТ7178СО
16.03.2021,SKODA,YETI,2012,СІРИЙ,БЕНЗИН,СА3745ІЕ
30.01.2021,SKODA,OCTAVIA,2012,СИНІЙ,БЕНЗИН АБО ГАЗ,АВ3641ІА
27.02.2021,SKODA,SUPERB,2012,ЧОРНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВС5830МК
20.03.2021,SKODA,OCTAVIA A5 COMBI,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АІ1203МО
19.02.2021,SKODA,SUPERB,2012,БІЛИЙ,ДИЗЕЛЬНЕ ПАЛИВО,ВО5240СР
20.02.2021,SKODA,FABIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АІ6875МС
14.01.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АО5433ЕХ
23.03.2021,SKODA,OCTAVIA,2012,СІРИЙ,ДИЗЕЛЬНЕ ПАЛИВО,АТ1178ЕТ
